"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.227724458E0,2.003792877E2,-5.500280762E1,-3.833758850E2,4.360667804E2
2.237775458E0,2.002955933E2,-5.487838745E1,-3.828788757E2,4.355757059E2
2.247826458E0,2.003625793E2,-5.493045044E1,-3.831125183E2,4.358184476E2
2.257876458E0,2.002818146E2,-5.497224426E1,-3.832374573E2,4.358964344E2
2.267927458E0,2.004290314E2,-5.495402527E1,-3.829836121E2,4.357386701E2
2.277978458E0,2.004557190E2,-5.504647827E1,-3.831430359E2,4.359027369E2
2.288029458E0,2.005613708E2,-5.490156555E1,-3.829231262E2,4.357397916E2
2.298079458E0,2.005373840E2,-5.494473267E1,-3.832521667E2,4.360233817E2
2.308130458E0,2.006297760E2,-5.493737793E1,-3.833177795E2,4.361226234E2
2.318181458E0,2.004594574E2,-5.496421814E1,-3.830729065E2,4.358324346E2
2.328231458E0,2.003593140E2,-5.490885925E1,-3.834583435E2,4.361182623E2
2.338282458E0,2.004646149E2,-5.490921021E1,-3.830821228E2,4.358359737E2
2.348333458E0,2.003841705E2,-5.488447571E1,-3.831863708E2,4.358875042E2
2.358384458E0,2.004742126E2,-5.499481201E1,-3.833929138E2,4.361243695E2
2.368434458E0,2.004925842E2,-5.490406799E1,-3.831587219E2,4.359155184E2
2.378485458E0,2.003852539E2,-5.494662476E1,-3.831842346E2,4.358939541E2
2.388536458E0,2.005628967E2,-5.492312622E1,-3.830289612E2,4.358362197E2
2.398586458E0,2.005705261E2,-5.505014038E1,-3.833261719E2,4.361169659E2
2.408637458E0,2.006579742E2,-5.496110535E1,-3.834426270E2,4.362483168E2
2.418688458E0,2.005249634E2,-5.490060425E1,-3.832018433E2,4.359678772E2
2.428738458E0,2.006314545E2,-5.500271606E1,-3.833179321E2,4.361317649E2
2.438789458E0,2.005055542E2,-5.503634644E1,-3.831124268E2,4.358974744E2
2.448840458E0,2.005670166E2,-5.504608154E1,-3.832048340E2,4.360081926E2
2.458891458E0,2.005249786E2,-5.493904114E1,-3.832843628E2,4.360452592E2
2.468941458E0,2.005711212E2,-5.496293640E1,-3.829871826E2,4.358083077E2
2.478992458E0,2.005801239E2,-5.492878723E1,-3.831475830E2,4.359491119E2
2.489043458E0,2.005874023E2,-5.499041748E1,-3.831314087E2,4.359460154E2
2.499093458E0,2.004754028E2,-5.500820923E1,-3.830878296E2,4.358584350E2
2.509144458E0,2.005442657E2,-5.495993042E1,-3.832865601E2,4.360586928E2
2.519195458E0,2.004393768E2,-5.505177307E1,-3.830494385E2,4.358136228E2
2.529246583E0,2.005019989E2,-5.504319763E1,-3.831527710E2,4.359321634E2
2.539296583E0,2.004305725E2,-5.503088379E1,-3.828754883E2,4.356540509E2
2.549347583E0,2.006504974E2,-5.511592102E1,-3.832355957E2,4.360824563E2
2.559398583E0,2.005352173E2,-5.511218262E1,-3.832135620E2,4.360095872E2
2.569448583E0,2.004575195E2,-5.504283142E1,-3.831409912E2,4.359013071E2
2.579499583E0,2.003997803E2,-5.503483582E1,-3.833782349E2,4.360823042E2
2.589550583E0,2.005162506E2,-5.502458191E1,-3.829620972E2,4.357687910E2
2.599600583E0,2.006551361E2,-5.505627441E1,-3.831508179E2,4.360025530E2
2.609651583E0,2.006513214E2,-5.503222656E1,-3.833414307E2,4.361652797E2
2.619702583E0,2.006160431E2,-5.504489136E1,-3.831519775E2,4.359841450E2
2.629753583E0,2.005307922E2,-5.507693481E1,-3.833037109E2,4.360823342E2
2.639803583E0,2.005162201E2,-5.507575989E1,-3.832450562E2,4.360239293E2
2.649854583E0,2.006311035E2,-5.503028870E1,-3.833679199E2,4.361790165E2
2.659905583E0,2.006044312E2,-5.506930542E1,-3.833054199E2,4.361167403E2
2.669955583E0,2.005861816E2,-5.500543213E1,-3.830740967E2,4.358969802E2
2.680006583E0,2.006411591E2,-5.502398682E1,-3.832371826E2,4.360679442E2
2.690057583E0,2.006125641E2,-5.504801941E1,-3.830744629E2,4.359148190E2
2.700108583E0,2.005579376E2,-5.507511902E1,-3.829381714E2,4.357733335E2
2.710158583E0,2.007524567E2,-5.499488831E1,-3.830626831E2,4.359621610E2
2.720209583E0,2.008226624E2,-5.490527344E1,-3.828442993E2,4.357913357E2
2.730260583E0,2.006358795E2,-5.505014038E1,-3.833063965E2,4.361296455E2
2.740310583E0,2.005320587E2,-5.506114197E1,-3.831323853E2,4.359303391E2
2.750361583E0,2.004288635E2,-5.489749146E1,-3.832935791E2,4.360039354E2
2.760412583E0,2.004235840E2,-5.500685120E1,-3.831638794E2,4.359012792E2
2.770462583E0,2.004979248E2,-5.489747620E1,-3.830734253E2,4.358421732E2
2.780513583E0,2.005612183E2,-5.494848633E1,-3.832694092E2,4.360499724E2
2.790564583E0,2.004226074E2,-5.501914978E1,-3.830725708E2,4.358221230E2
2.800615583E0,2.005033569E2,-5.499922180E1,-3.829109497E2,4.357147071E2
2.810665583E0,2.005625916E2,-5.502983093E1,-3.829783936E2,4.358051002E2
2.820716583E0,2.004894867E2,-5.496730042E1,-3.824780273E2,4.353238792E2
2.830767583E0,2.005388794E2,-5.498666382E1,-3.827257080E2,4.355666917E2
2.840817583E0,2.005147552E2,-5.505061340E1,-3.828090820E2,4.356369250E2
2.850868583E0,2.006260376E2,-5.495944214E1,-3.828958130E2,4.357528552E2
2.860919583E0,2.005084381E2,-5.509423828E1,-3.830454712E2,4.358472689E2
2.870969583E0,2.003568420E2,-5.492120361E1,-3.828913574E2,4.356202410E2
2.881020583E0,2.003751831E2,-5.507322693E1,-3.830197754E2,4.357607402E2
2.891071583E0,2.005256958E2,-5.509384155E1,-3.831074219E2,4.359096039E2
2.901122583E0,2.004546509E2,-5.511541748E1,-3.829310913E2,4.357246803E2
2.911172583E0,2.004535980E2,-5.515130615E1,-3.831760254E2,4.359440078E2
2.921223583E0,2.004019775E2,-5.504339600E1,-3.830032959E2,4.357548080E2
2.931274583E0,2.003843079E2,-5.502897644E1,-3.832497559E2,4.359615057E2
